prompt,model,temperature,top_p,lexical_diversity,query_coverage,flesch_kincaid_grade,repetition_penalty
"Identify which instrument is string or woodwind: Panduri, Zurna",gemini-2.0-flash-lite,0.9,1.0,100.0,54.52,8.44,0.05
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.1,0.2,84.73,87.86,6.75,18.15
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.1,0.4,89.24,88.51,7.52,14.44
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.1,0.6,92.84,84.91,6.87,12.69
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.1,0.8,93.92,84.05,7.65,9.76
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.1,1.0,99.46,80.52,7.4,7.91
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.3,0.2,91.49,84.6,7.32,20.42
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.3,0.4,92.06,82.05,7.84,18.5
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.3,0.6,95.02,83.69,7.36,13.38
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.3,0.8,100.0,81.13,7.3,11.48
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.3,1.0,100.0,77.46,8.15,6.26
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.5,0.2,94.02,84.02,7.91,15.99
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.5,0.4,96.67,80.64,7.19,14.44
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.5,0.6,100.0,78.78,7.1,12.1
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.5,0.8,100.0,76.46,7.37,6.68
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.5,1.0,100.0,74.14,7.96,3.47
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.7,0.2,99.68,78.85,7.73,12.77
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.7,0.4,100.0,76.15,7.38,14.71
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.7,0.6,100.0,76.52,8.18,11.17
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.7,0.8,100.0,75.53,7.73,6.67
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.7,1.0,100.0,74.45,7.98,2.73
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.9,0.2,100.0,75.28,7.48,16.17
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.9,0.4,100.0,72.63,8.49,10.98
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.9,0.6,100.0,74.8,8.54,5.4
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.9,0.8,100.0,70.27,8.43,7.3
What is the average lifespan of a Golden Retriever?,gemini-2.0-flash-lite,0.9,1.0,100.0,71.59,7.79,3.88
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.1,0.2,79.57,88.22,5.9,22.27
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.1,0.4,79.83,87.57,5.92,18.39
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.1,0.6,85.53,83.71,5.85,16.89
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.1,0.8,86.88,84.25,5.29,14.13
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.1,1.0,90.9,82.37,5.49,8.14
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.3,0.2,81.32,84.53,5.27,18.76
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.3,0.4,83.71,85.67,5.31,13.38
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.3,0.6,89.33,84.08,6.14,11.54
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.3,0.8,89.3,81.15,6.43,11.25
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.3,1.0,95.35,80.64,6.78,5.84
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.5,0.2,89.31,81.98,5.24,15.81
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.5,0.4,88.84,79.43,6.39,15.75
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.5,0.6,94.89,79.8,5.76,13.81
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.5,0.8,96.57,79.32,6.8,6.34
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.5,1.0,98.9,74.7,6.53,6.13
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.7,0.2,90.64,80.12,6.61,18.09
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.7,0.4,94.44,79.58,6.93,9.59
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.7,0.6,98.04,77.68,7.24,7.73
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.7,0.8,100.0,76.15,6.57,7.87
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.7,1.0,100.0,74.73,6.92,5.71
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.9,0.2,95.07,76.84,6.77,16.12
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.9,0.4,99.25,73.46,6.61,8.21
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.9,0.6,100.0,71.23,6.63,7.12
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.9,0.8,100.0,73.08,8.02,4.76
Who became king of Holland in 1806?,gemini-2.0-flash-lite,0.9,1.0,100.0,69.78,7.4,1.68
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.1,0.2,58.9,100.0,12.6,18.18
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.1,0.4,57.75,100.0,12.26,16.11
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.1,0.6,63.28,100.0,12.25,13.45
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.1,0.8,64.41,100.0,13.25,8.76
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.1,1.0,65.88,100.0,12.88,5.39
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.3,0.2,62.57,100.0,13.11,16.54
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.3,0.4,61.22,100.0,12.4,16.78
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.3,0.6,65.72,100.0,12.62,11.29
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.3,0.8,65.79,99.2,13.12,11.64
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.3,1.0,67.47,98.44,13.08,5.37
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.5,0.2,64.8,100.0,12.54,14.15
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.5,0.4,64.86,100.0,12.53,16.06
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.5,0.6,67.42,98.59,13.15,11.97
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.5,0.8,68.57,97.18,12.92,10.31
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.5,1.0,71.7,94.78,13.14,4.79
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.7,0.2,66.42,98.07,12.64,16.91
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.7,0.4,70.2,95.34,13.11,12.65
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.7,0.6,73.43,95.36,13.49,11.44
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.7,0.8,74.84,92.67,13.6,8.6
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.7,1.0,75.48,92.53,13.66,0.87
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.9,0.2,72.49,95.86,13.43,16.2
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.9,0.4,74.09,93.71,13.7,8.52
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.9,0.6,75.93,89.69,14.27,10.63
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.9,0.8,78.15,87.5,13.73,7.73
What is best Playstation or Xbox,gemini-2.0-flash-lite,0.9,1.0,78.68,88.99,14.1,3.8
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.1,0.2,84.53,1.64,5.07,17.6
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.1,0.4,88.05,0.0,4.64,15.86
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.1,0.6,91.33,1.49,5.48,14.94
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.1,0.8,94.59,0.0,5.32,9.09
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.1,1.0,97.85,1.03,6.24,10.75
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.3,0.2,90.75,0.0,4.8,18.81
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.3,0.4,92.88,0.0,5.2,15.51
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.3,0.6,96.94,0.0,5.36,10.46
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.3,0.8,99.93,0.77,5.38,11.94
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.3,1.0,100.0,0.0,6.53,9.13
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.5,0.2,97.09,0.0,5.94,15.82
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.5,0.4,97.62,0.0,6.09,11.59
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.5,0.6,100.0,0.0,6.72,10.66
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.5,0.8,100.0,0.0,6.36,8.87
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.5,1.0,100.0,0.0,7.15,6.45
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.7,0.2,100.0,1.47,6.46,15.49
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.7,0.4,100.0,0.0,6.38,10.21
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.7,0.6,100.0,1.52,6.12,7.56
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.7,0.8,100.0,1.35,6.7,6.14
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.7,1.0,100.0,0.82,7.04,5.34
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.9,0.2,100.0,0.54,6.15,10.98
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.9,0.4,100.0,0.38,6.53,13.02
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.9,0.6,100.0,0.0,6.83,10.17
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.9,0.8,100.0,0.76,7.3,4.12
Who played Billy the Kid in The Left Handed Gun,gemini-2.0-flash-lite,0.9,1.0,100.0,0.29,8.44,3.94
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.1,0.2,53.13,93.21,4.3,19.66
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.1,0.4,52.46,91.95,5.17,14.25
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.1,0.6,57.87,89.75,5.26,11.25
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.1,0.8,57.08,88.72,5.19,14.0
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.1,1.0,60.48,85.53,5.56,7.29
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.3,0.2,54.62,89.03,5.27,20.55
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.3,0.4,57.04,85.91,5.36,16.57
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.3,0.6,60.67,85.33,5.81,13.25
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.3,0.8,60.34,82.6,5.41,12.53
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.3,1.0,63.55,83.94,5.94,7.87
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.5,0.2,60.25,85.03,5.14,18.59
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.5,0.4,62.13,85.39,6.21,14.6
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.5,0.6,63.01,83.22,6.42,11.93
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.5,0.8,66.21,79.87,6.36,7.33
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.5,1.0,64.2,80.0,6.85,3.14
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.7,0.2,62.66,81.39,6.11,17.11
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.7,0.4,65.23,81.52,6.38,14.47
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.7,0.6,66.81,80.67,6.3,6.99
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.7,0.8,65.8,76.53,7.37,7.98
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.7,1.0,67.86,76.55,7.12,0.94
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.9,0.2,64.25,80.14,6.37,15.53
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.9,0.4,66.0,76.54,6.67,12.91
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.9,0.6,68.4,77.3,7.33,10.47
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.9,0.8,68.65,75.72,7.55,7.0
why did Syd Barrett left the Pink Floyd?,gemini-2.0-flash-lite,0.9,1.0,71.73,71.69,7.35,3.93
what is REST API,gemini-2.0-flash-lite,0.1,0.2,45.51,100.0,9.94,20.62
what is REST API,gemini-2.0-flash-lite,0.1,0.4,50.23,100.0,9.93,18.49
what is REST API,gemini-2.0-flash-lite,0.1,0.6,51.37,100.0,10.42,12.26
what is REST API,gemini-2.0-flash-lite,0.1,0.8,52.44,100.0,10.09,12.77
what is REST API,gemini-2.0-flash-lite,0.1,1.0,52.22,100.0,10.46,9.78
what is REST API,gemini-2.0-flash-lite,0.3,0.2,48.05,100.0,10.42,18.02
what is REST API,gemini-2.0-flash-lite,0.3,0.4,53.21,100.0,9.81,13.8
what is REST API,gemini-2.0-flash-lite,0.3,0.6,52.49,100.0,10.26,14.6
what is REST API,gemini-2.0-flash-lite,0.3,0.8,53.41,100.0,10.73,8.09
what is REST API,gemini-2.0-flash-lite,0.3,1.0,57.07,98.38,10.24,5.9
what is REST API,gemini-2.0-flash-lite,0.5,0.2,52.8,100.0,10.86,15.79
what is REST API,gemini-2.0-flash-lite,0.5,0.4,53.26,100.0,10.69,13.03
what is REST API,gemini-2.0-flash-lite,0.5,0.6,57.3,100.0,10.49,13.41
what is REST API,gemini-2.0-flash-lite,0.5,0.8,56.83,95.75,11.33,10.51
what is REST API,gemini-2.0-flash-lite,0.5,1.0,58.65,93.91,11.17,2.79
what is REST API,gemini-2.0-flash-lite,0.7,0.2,56.13,99.36,10.29,14.6
what is REST API,gemini-2.0-flash-lite,0.7,0.4,57.44,95.15,11.24,10.93
what is REST API,gemini-2.0-flash-lite,0.7,0.6,58.63,93.19,11.49,10.37
what is REST API,gemini-2.0-flash-lite,0.7,0.8,60.75,91.08,11.23,5.9
what is REST API,gemini-2.0-flash-lite,0.7,1.0,61.31,91.19,11.08,1.32
what is REST API,gemini-2.0-flash-lite,0.9,0.2,58.72,95.52,10.66,14.77
what is REST API,gemini-2.0-flash-lite,0.9,0.4,60.24,92.08,11.13,8.62
what is REST API,gemini-2.0-flash-lite,0.9,0.6,62.56,89.42,11.37,5.51
what is REST API,gemini-2.0-flash-lite,0.9,0.8,61.34,87.43,10.85,3.0
what is REST API,gemini-2.0-flash-lite,0.9,1.0,63.58,87.09,10.96,3.02
What is underwriting?,gemini-2.0-flash-lite,0.1,0.2,51.18,53.66,16.51,18.45
What is underwriting?,gemini-2.0-flash-lite,0.1,0.4,55.56,53.82,16.1,18.23
What is underwriting?,gemini-2.0-flash-lite,0.1,0.6,57.28,54.84,17.07,12.09
What is underwriting?,gemini-2.0-flash-lite,0.1,0.8,55.84,52.55,17.31,8.81
What is underwriting?,gemini-2.0-flash-lite,0.1,1.0,58.32,50.42,17.8,6.98
What is underwriting?,gemini-2.0-flash-lite,0.3,0.2,54.9,51.9,16.48,15.84
What is underwriting?,gemini-2.0-flash-lite,0.3,0.4,56.03,53.71,16.82,17.03
What is underwriting?,gemini-2.0-flash-lite,0.3,0.6,57.07,52.53,16.67,14.71
What is underwriting?,gemini-2.0-flash-lite,0.3,0.8,61.17,49.18,17.22,9.23
What is underwriting?,gemini-2.0-flash-lite,0.3,1.0,62.83,51.01,17.08,8.49
What is underwriting?,gemini-2.0-flash-lite,0.5,0.2,56.81,51.1,17.77,15.63
What is underwriting?,gemini-2.0-flash-lite,0.5,0.4,59.45,51.9,17.75,14.89
What is underwriting?,gemini-2.0-flash-lite,0.5,0.6,62.92,47.95,17.8,8.35
What is underwriting?,gemini-2.0-flash-lite,0.5,0.8,65.33,47.14,17.64,8.54
What is underwriting?,gemini-2.0-flash-lite,0.5,1.0,66.59,48.21,17.53,4.28
What is underwriting?,gemini-2.0-flash-lite,0.7,0.2,60.56,47.62,17.79,17.43
What is underwriting?,gemini-2.0-flash-lite,0.7,0.4,64.84,47.02,18.0,10.08
What is underwriting?,gemini-2.0-flash-lite,0.7,0.6,64.42,45.68,17.63,8.29
What is underwriting?,gemini-2.0-flash-lite,0.7,0.8,67.42,47.21,18.0,6.86
What is underwriting?,gemini-2.0-flash-lite,0.7,1.0,68.68,47.41,18.0,2.43
What is underwriting?,gemini-2.0-flash-lite,0.9,0.2,64.26,48.3,17.43,14.77
What is underwriting?,gemini-2.0-flash-lite,0.9,0.4,64.98,45.88,18.0,10.11
What is underwriting?,gemini-2.0-flash-lite,0.9,0.6,69.17,45.73,18.0,5.13
What is underwriting?,gemini-2.0-flash-lite,0.9,0.8,70.21,43.13,18.0,6.91
What is underwriting?,gemini-2.0-flash-lite,0.9,1.0,72.94,41.8,18.0,0.25
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.1,0.2,56.85,45.78,14.27,21.06
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.1,0.4,56.51,45.66,14.71,19.01
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.1,0.6,58.62,47.29,14.85,11.91
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.1,0.8,60.74,45.62,14.59,10.67
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.1,1.0,62.91,42.15,14.73,8.83
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.3,0.2,58.66,45.08,14.92,16.84
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.3,0.4,60.8,46.8,14.9,12.93
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.3,0.6,60.93,43.96,15.29,13.32
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.3,0.8,63.86,43.92,15.63,7.28
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.3,1.0,66.93,41.32,15.34,8.58
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.5,0.2,63.25,43.31,15.24,18.21
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.5,0.4,61.51,41.95,14.94,15.3
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.5,0.6,66.14,40.86,15.66,9.13
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.5,0.8,68.9,41.15,15.63,9.69
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.5,1.0,69.98,39.15,15.73,7.56
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.7,0.2,65.96,42.79,15.85,15.1
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.7,0.4,67.17,43.4,15.24,12.39
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.7,0.6,68.59,38.91,16.36,11.43
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.7,0.8,70.33,39.89,16.5,4.46
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.7,1.0,72.64,39.92,15.7,2.72
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.9,0.2,68.23,42.25,15.84,13.11
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.9,0.4,71.67,41.52,16.31,9.44
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.9,0.6,73.54,40.88,16.09,5.6
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.9,0.8,73.26,38.95,16.6,3.59
Give me a list of some characteristics of a good coffee shop?,gemini-2.0-flash-lite,0.9,1.0,76.35,38.73,16.71,4.41
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.1,0.2,59.81,54.3,11.36,18.94
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.1,0.4,60.74,55.19,11.9,18.1
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.1,0.6,65.27,53.52,11.68,13.13
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.1,0.8,63.98,51.91,11.54,11.62
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.1,1.0,68.27,51.17,11.98,10.25
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.3,0.2,61.89,54.89,11.81,18.74
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.3,0.4,62.92,51.08,11.77,13.8
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.3,0.6,67.9,50.14,11.43,11.1
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.3,0.8,70.34,51.26,11.55,11.12
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.3,1.0,69.19,50.76,11.44,8.81
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.5,0.2,67.17,52.96,11.97,17.37
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.5,0.4,67.24,51.64,12.16,12.73
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.5,0.6,71.03,51.21,11.78,13.74
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.5,0.8,74.35,47.75,12.1,5.08
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.5,1.0,73.54,47.98,12.49,7.22
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.7,0.2,71.0,51.15,12.16,16.29
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.7,0.4,72.78,48.69,12.16,14.06
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.7,0.6,75.69,46.68,11.77,10.5
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.7,0.8,74.66,45.2,12.29,5.66
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.7,1.0,77.71,45.73,11.95,3.9
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.9,0.2,72.16,46.82,12.41,11.73
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.9,0.4,73.84,45.79,11.74,13.39
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.9,0.6,77.77,46.15,12.38,8.24
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.9,0.8,78.82,45.64,12.29,3.12
Please summarize what Linkedin does.,gemini-2.0-flash-lite,0.9,1.0,80.2,41.77,12.64,1.3
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.1,0.2,85.65,0.0,7.6,18.48
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.1,0.4,87.83,0.0,7.68,18.72
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.1,0.6,91.62,1.99,8.49,17.09
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.1,0.8,92.54,0.68,8.12,13.63
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.1,1.0,97.95,0.48,8.82,9.3
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.3,0.2,89.78,1.66,8.64,17.92
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.3,0.4,93.66,0.0,8.68,17.53
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.3,0.6,96.0,1.21,8.21,9.86
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.3,0.8,100.0,0.0,8.37,12.29
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.3,1.0,100.0,1.83,8.49,3.64
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.5,0.2,93.76,0.68,8.6,19.19
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.5,0.4,98.2,0.0,8.4,15.22
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.5,0.6,100.0,1.1,8.62,13.64
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.5,0.8,100.0,0.0,8.48,6.99
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.5,1.0,100.0,0.0,8.96,5.35
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.7,0.2,100.0,0.0,8.15,14.73
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.7,0.4,100.0,0.0,7.95,13.44
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.7,0.6,100.0,0.57,8.75,10.94
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.7,0.8,100.0,0.8,8.18,8.97
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.7,1.0,100.0,1.15,8.54,0.92
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.9,0.2,100.0,0.0,8.48,14.76
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.9,0.4,100.0,0.13,8.26,10.15
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.9,0.6,100.0,0.18,9.33,5.66
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.9,0.8,100.0,1.66,9.22,6.18
Who saved Andromeda from the sea monster,gemini-2.0-flash-lite,0.9,1.0,100.0,1.8,9.01,2.13
How can I contribute to Spark?,gemini-2.0-flash-lite,0.1,0.2,83.99,72.02,5.78,20.42
How can I contribute to Spark?,gemini-2.0-flash-lite,0.1,0.4,90.29,71.89,6.02,19.62
How can I contribute to Spark?,gemini-2.0-flash-lite,0.1,0.6,90.88,70.99,5.96,14.28
How can I contribute to Spark?,gemini-2.0-flash-lite,0.1,0.8,93.14,68.89,6.24,9.37
How can I contribute to Spark?,gemini-2.0-flash-lite,0.1,1.0,96.23,69.87,6.32,10.31
How can I contribute to Spark?,gemini-2.0-flash-lite,0.3,0.2,92.23,73.31,5.73,18.9
How can I contribute to Spark?,gemini-2.0-flash-lite,0.3,0.4,92.66,68.27,5.36,16.95
How can I contribute to Spark?,gemini-2.0-flash-lite,0.3,0.6,96.45,67.99,5.45,13.53
How can I contribute to Spark?,gemini-2.0-flash-lite,0.3,0.8,97.9,67.81,6.44,8.51
How can I contribute to Spark?,gemini-2.0-flash-lite,0.3,1.0,100.0,66.47,6.0,7.11
How can I contribute to Spark?,gemini-2.0-flash-lite,0.5,0.2,95.76,68.13,5.68,16.57
